Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Product,Quantity,Unit_Price,Discount,Payment_Mode,Customer_Type,Returned,Revenue,Discount_Amount,Final_Sales
ORD300715,2025-04-17,CUST12559,Customer_12559,East,Pune,Electronics,Smart Watch,2,6733.05,0.1,Credit Card,Returning,No,13466.1,1346.6100000000001,12119.49
ORD300716,2025-07-24,CUST13414,Customer_13414,South,Hyderabad,Sports,Football,7,7051.57,0.0,Debit Card,New,No,49360.99,0.0,49360.99
ORD300717,2025-03-29,CUST12446,Customer_12446,South,Mumbai,Clothing,Jacket,4,473.49,0.05,Cash,New,Yes,1893.96,94.69800000000001,1799.262
ORD300718,2024-08-04,CUST12742,Customer_12742,North,Kolkata,Electronics,USB Keyboard,2,19306.03,0.15,Cash,Returning,No,38612.06,5791.808999999999,32820.251
ORD300719,2025-04-28,CUST13247,Customer_13247,East,Chennai,Electronics,USB Keyboard,1,14052.16,0.1,Net Banking,Returning,No,14052.16,1405.2160000000001,12646.944
ORD300720,2025-11-24,CUST12319,Customer_12319,North,Chennai,Furniture,Coffee Table,1,23647.24,0.0,Credit Card,Returning,No,23647.24,0.0,23647.24
ORD300721,2024-05-11,CUST12730,Customer_12730,South,Pune,Sports,Yoga Mat,2,1536.97,0.05,UPI,Returning,No,3073.94,153.697,2920.243
ORD300722,2024-12-14,CUST12380,Customer_12380,West,Bengaluru,Home & Kitchen,Mixer Grinder,4,1828.55,0.1,UPI,Returning,No,7314.2,731.4200000000001,6582.78
ORD300723,2024-12-11,CUST13392,Customer_13392,East,Mumbai,Clothing,T-Shirt,3,3804.97,0.1,UPI,New,No,11414.91,1141.491,10273.419
ORD300724,2025-10-22,CUST12112,Customer_12112,South,Hyderabad,Sports,Running Shoes,1,1612.22,0.1,UPI,New,No,1612.22,161.222,1450.998
ORD300725,2025-02-06,CUST13260,Customer_13260,North,Bengaluru,Home & Kitchen,Storage Box,6,4154.43,0.1,Net Banking,Returning,No,24926.58,2492.6580000000004,22433.922000000002
ORD300726,2024-08-24,CUST13495,Customer_13495,East,Pune,Clothing,Jacket,2,5130.5,0.05,Net Banking,New,No,10261.0,513.0500000000001,9747.95
ORD300727,2025-01-17,CUST13280,Customer_13280,North,Hyderabad,Furniture,Office Chair,2,18192.57,0.1,Net Banking,Returning,No,36385.14,3638.514,32746.626
ORD300728,2025-03-22,CUST12066,Customer_12066,North,Vijayawada,Electronics,USB Keyboard,1,23662.46,0.25,UPI,New,No,23662.46,5915.615,17746.845
ORD300729,2024-05-13,CUST12080,Customer_12080,South,Chennai,Clothing,Sneakers,2,668.04,0.0,UPI,Returning,No,1336.08,0.0,1336.08
ORD300730,2024-07-25,CUST12461,Customer_12461,South,Mumbai,Clothing,Jeans,4,5565.68,0.05,Cash,Returning,No,22262.72,1113.1360000000002,21149.584000000003
ORD300731,2024-03-26,CUST12635,Customer_12635,South,Pune,Clothing,Sneakers,3,4578.17,0.05,Credit Card,Returning,No,13734.51,686.7255,13047.7845
ORD300732,2024-09-16,CUST13223,Customer_13223,North,Vijayawada,Electronics,USB Keyboard,1,18755.02,0.0,Net Banking,New,Yes,18755.02,0.0,18755.02
ORD300733,2024-09-28,CUST13312,Customer_13312,West,Kolkata,Furniture,Sofa,4,16730.81,0.0,Credit Card,New,No,66923.24,0.0,66923.24
ORD300734,2024-01-03,CUST13295,Customer_13295,North,Pune,Sports,Cricket Bat,2,4020.07,0.1,Cash,New,No,8040.14,804.0140000000001,7236.126
ORD300735,2024-03-04,CUST12488,Customer_12488,North,Kolkata,Clothing,Jeans,3,1302.12,0.1,Debit Card,Returning,No,3906.3599999999997,390.63599999999997,3515.7239999999997
ORD300736,2024-03-23,CUST12553,Customer_12553,South,Bengaluru,Furniture,Sofa,3,14026.7,0.1,Cash,Returning,Yes,42080.100000000006,4208.010000000001,37872.090000000004
ORD300737,2024-03-09,CUST12011,Customer_12011,North,Bengaluru,Clothing,T-Shirt,1,1118.71,0.1,Debit Card,Returning,No,1118.71,111.87100000000001,1006.839
ORD300738,2024-01-08,CUST13186,Customer_13186,West,Kolkata,Sports,Football,3,4914.61,0.1,Debit Card,Returning,No,14743.829999999998,1474.3829999999998,13269.446999999998
ORD300739,2024-02-06,CUST12246,Customer_12246,West,Hyderabad,Electronics,USB Keyboard,3,5242.35,0.1,Net Banking,New,No,15727.050000000001,1572.7050000000002,14154.345000000001
ORD300740,2025-12-11,CUST13088,Customer_13088,South,Chennai,Furniture,Study Table,2,26861.53,0.05,UPI,Returning,No,53723.06,2686.1530000000002,51036.907
ORD300741,2024-11-22,CUST13355,Customer_13355,East,Chennai,Home & Kitchen,Water Bottle,1,7576.9,0.05,Net Banking,New,Yes,7576.9,378.845,7198.054999999999
ORD300742,2024-03-23,CUST12050,Customer_12050,South,Pune,Furniture,Office Chair,1,9807.45,0.15,UPI,New,No,9807.45,1471.1175,8336.3325
ORD300743,2024-12-28,CUST12037,Customer_12037,South,Mumbai,Home & Kitchen,Mixer Grinder,2,8840.93,0.25,Credit Card,New,No,17681.86,4420.465,13261.395
ORD300744,2025-09-11,CUST12169,Customer_12169,South,Mumbai,Sports,Cricket Bat,3,8025.23,0.05,Net Banking,Returning,No,24075.69,1203.7845,22871.905499999997
ORD300745,2024-02-22,CUST12874,Customer_12874,North,Chennai,Home & Kitchen,Water Bottle,4,1878.13,0.05,Net Banking,New,No,7512.52,375.62600000000003,7136.894
ORD300746,2024-03-23,CUST12747,Customer_12747,West,Mumbai,Furniture,Sofa,2,2008.06,0.2,Credit Card,New,No,4016.12,803.224,3212.8959999999997
ORD300747,2024-02-22,CUST12679,Customer_12679,South,Vijayawada,Home & Kitchen,Water Bottle,3,1364.71,0.05,Net Banking,New,No,4094.13,204.7065,3889.4235
ORD300748,2024-08-25,CUST12436,Customer_12436,North,Bengaluru,Furniture,Office Chair,1,12432.08,0.0,Debit Card,New,No,12432.08,0.0,12432.08
ORD300749,2025-12-21,CUST13162,Customer_13162,East,Vijayawada,Sports,Yoga Mat,1,6084.3,0.0,Credit Card,New,No,6084.3,0.0,6084.3
ORD300750,2025-12-25,CUST13196,Customer_13196,North,Pune,Home & Kitchen,Bedsheet,1,8130.87,0.15,Debit Card,New,No,8130.87,1219.6305,6911.2395
ORD300751,2025-09-27,CUST13220,Customer_13220,East,Chennai,Sports,Football,1,4599.25,0.15,Net Banking,New,No,4599.25,689.8874999999999,3909.3625
ORD300752,2025-09-23,CUST12145,Customer_12145,East,Delhi,Clothing,Sneakers,1,3290.98,0.1,UPI,New,No,3290.98,329.098,2961.882
ORD300753,2025-10-19,CUST13122,Customer_13122,West,Vijayawada,Electronics,Bluetooth Speaker,2,1766.98,0.05,Debit Card,New,No,3533.96,176.698,3357.262
ORD300754,2025-09-12,CUST12485,Customer_12485,East,Delhi,Clothing,Sneakers,3,2541.36,0.1,Net Banking,New,No,7624.08,762.408,6861.672
ORD300755,2025-06-30,CUST13102,Customer_13102,South,Bengaluru,Electronics,Wireless Headphones,2,13831.14,0.0,Debit Card,New,No,27662.28,0.0,27662.28
ORD300756,2025-12-13,CUST12297,Customer_12297,South,Hyderabad,Electronics,Wireless Headphones,5,14252.76,0.0,Net Banking,New,No,71263.8,0.0,71263.8
ORD300757,2025-01-18,CUST12947,Customer_12947,East,Delhi,Electronics,Smart Watch,2,21042.41,0.05,Debit Card,New,No,42084.82,2104.241,39980.579
ORD300758,2024-12-29,CUST12175,Customer_12175,South,Pune,Furniture,Study Table,5,13072.45,0.1,UPI,Returning,No,65362.25,6536.225,58826.025
ORD300759,2024-03-26,CUST13473,Customer_13473,South,Delhi,Electronics,Wireless Headphones,5,4283.4,0.1,Debit Card,Returning,No,21417.0,2141.7000000000003,19275.3
ORD300760,2024-10-08,CUST12693,Customer_12693,South,Hyderabad,Sports,Running Shoes,2,6165.47,0.15,Cash,Returning,No,12330.94,1849.641,10481.299
ORD300761,2025-12-31,CUST12960,Customer_12960,East,Mumbai,Furniture,Coffee Table,3,12153.86,0.0,Cash,New,No,36461.58,0.0,36461.58
ORD300762,2024-12-02,CUST12595,Customer_12595,East,Bengaluru,Clothing,Sneakers,6,3254.97,0.15,Credit Card,Returning,Yes,19529.82,2929.473,16600.347
ORD300763,2024-07-25,CUST13476,Customer_13476,West,Mumbai,Furniture,Office Chair,1,21799.98,0.1,UPI,New,No,21799.98,2179.998,19619.982
ORD300764,2025-10-21,CUST12371,Customer_12371,East,Mumbai,Electronics,Power Bank,2,20096.44,0.05,Credit Card,Returning,No,40192.88,2009.644,38183.236
ORD300765,2025-03-14,CUST12052,Customer_12052,South,Bengaluru,Home & Kitchen,Cookware Set,7,9593.03,0.05,Cash,New,No,67151.21,3357.5605000000005,63793.64950000001
ORD300766,2025-04-17,CUST12492,Customer_12492,South,Mumbai,Clothing,Formal Shirt,2,1812.23,0.05,Credit Card,Returning,No,3624.46,181.223,3443.237
ORD300767,2024-02-12,CUST12575,Customer_12575,West,Chennai,Electronics,Bluetooth Speaker,2,1597.56,0.2,Cash,Returning,No,3195.12,639.024,2556.096
ORD300768,2024-11-14,CUST12282,Customer_12282,South,Vijayawada,Clothing,Jacket,5,4332.51,0.05,Debit Card,Returning,No,21662.550000000003,1083.1275000000003,20579.422500000004
ORD300769,2024-01-31,CUST12958,Customer_12958,East,Mumbai,Home & Kitchen,Storage Box,1,6054.24,0.0,Cash,Returning,No,6054.24,0.0,6054.24
ORD300770,2025-12-02,CUST12805,Customer_12805,South,Chennai,Home & Kitchen,Cookware Set,1,10424.9,0.15,Net Banking,Returning,No,10424.9,1563.735,8861.164999999999
ORD300771,2025-02-08,CUST12754,Customer_12754,North,Chennai,Clothing,Sneakers,2,2638.27,0.05,Debit Card,New,Yes,5276.54,263.827,5012.713
ORD300772,2024-04-17,CUST12588,Customer_12588,West,Bengaluru,Furniture,Coffee Table,1,28973.85,0.25,Debit Card,Returning,No,28973.85,7243.4625,21730.387499999997
ORD300773,2025-07-25,CUST12713,Customer_12713,West,Kolkata,Sports,Cricket Bat,5,2508.55,0.1,Net Banking,Returning,No,12542.75,1254.275,11288.475
ORD300774,2025-04-05,CUST12567,Customer_12567,East,Vijayawada,Home & Kitchen,Bedsheet,1,2902.92,0.05,UPI,New,Yes,2902.92,145.14600000000002,2757.774
ORD300775,2025-03-25,CUST12200,Customer_12200,East,Delhi,Sports,Yoga Mat,2,3680.06,0.1,UPI,Returning,No,7360.12,736.0120000000001,6624.108
ORD300776,2024-03-14,CUST12829,Customer_12829,North,Bengaluru,Home & Kitchen,Mixer Grinder,6,8964.81,0.15,Cash,New,No,53788.86,8068.329,45720.531
ORD300777,2024-12-17,CUST12449,Customer_12449,West,Hyderabad,Home & Kitchen,Storage Box,3,10798.84,0.05,Cash,Returning,No,32396.52,1619.826,30776.694
ORD300778,2024-07-30,CUST12739,Customer_12739,North,Pune,Furniture,Sofa,1,15679.44,0.0,UPI,Returning,No,15679.44,0.0,15679.44
ORD300779,2025-04-25,CUST12109,Customer_12109,West,Hyderabad,Sports,Dumbbells,2,4654.27,0.05,Cash,Returning,Yes,9308.54,465.4270000000001,8843.113000000001
ORD300780,2025-06-14,CUST12759,Customer_12759,West,Vijayawada,Sports,Dumbbells,6,1727.15,0.0,Net Banking,New,No,10362.900000000001,0.0,10362.900000000001
ORD300781,2024-05-24,CUST13105,Customer_13105,North,Chennai,Electronics,Bluetooth Speaker,5,23775.05,0.15,Credit Card,New,No,118875.25,17831.2875,101043.9625
ORD300782,2024-04-10,CUST12521,Customer_12521,North,Hyderabad,Clothing,Jacket,1,4080.23,0.05,UPI,New,No,4080.23,204.0115,3876.2185
ORD300783,2025-02-10,CUST12969,Customer_12969,West,Bengaluru,Clothing,Jeans,1,1854.68,0.05,Cash,Returning,No,1854.68,92.73400000000001,1761.9460000000001
ORD300784,2025-05-23,CUST13087,Customer_13087,North,Kolkata,Clothing,Sneakers,1,2793.55,0.1,UPI,New,No,2793.55,279.355,2514.195
ORD300785,2025-10-03,CUST13436,Customer_13436,South,Bengaluru,Electronics,Power Bank,3,16640.27,0.2,UPI,New,No,49920.81,9984.162,39936.648
ORD300786,2024-02-09,CUST12620,Customer_12620,North,Pune,Clothing,Formal Shirt,5,5054.67,0.15,Cash,Returning,No,25273.35,3791.0024999999996,21482.3475
ORD300787,2025-06-05,CUST12800,Customer_12800,South,Pune,Sports,Cricket Bat,5,2276.57,0.0,Cash,New,No,11382.85,0.0,11382.85
ORD300788,2024-05-23,CUST12614,Customer_12614,East,Chennai,Furniture,Office Chair,1,14952.35,0.1,UPI,New,No,14952.35,1495.2350000000001,13457.115
ORD300789,2025-08-09,CUST12428,Customer_12428,West,Hyderabad,Sports,Running Shoes,1,3303.25,0.05,Credit Card,New,No,3303.25,165.16250000000002,3138.0875
ORD300790,2025-02-06,CUST12988,Customer_12988,East,Chennai,Electronics,Smart Watch,3,5223.77,0.0,UPI,Returning,No,15671.310000000001,0.0,15671.310000000001
ORD300791,2024-07-17,CUST12955,Customer_12955,West,Vijayawada,Electronics,Bluetooth Speaker,2,21907.61,0.15,Debit Card,Returning,No,43815.22,6572.283,37242.937
ORD300792,2024-06-12,CUST12517,Customer_12517,North,Kolkata,Sports,Running Shoes,6,1624.76,0.05,Debit Card,New,No,9748.56,487.428,9261.132
ORD300793,2025-08-07,CUST12925,Customer_12925,South,Pune,Clothing,Sneakers,4,5553.81,0.05,Cash,New,Yes,22215.24,1110.7620000000002,21104.478000000003
ORD300794,2025-01-07,CUST13449,Customer_13449,West,Vijayawada,Sports,Running Shoes,2,7633.82,0.05,Net Banking,Returning,Yes,15267.64,763.3820000000001,14504.258
ORD300795,2025-04-28,CUST13003,Customer_13003,South,Kolkata,Home & Kitchen,Bedsheet,2,5256.8,0.05,Debit Card,Returning,No,10513.6,525.6800000000001,9987.92
ORD300796,2025-06-01,CUST12813,Customer_12813,South,Chennai,Sports,Running Shoes,4,2125.41,0.1,Debit Card,New,No,8501.64,850.164,7651.476
ORD300797,2024-09-17,CUST12363,Customer_12363,West,Bengaluru,Clothing,T-Shirt,5,4057.85,0.15,Credit Card,New,No,20289.25,3043.3875,17245.8625
ORD300798,2025-02-12,CUST12810,Customer_12810,East,Chennai,Clothing,Sneakers,3,969.92,0.0,Cash,Returning,No,2909.7599999999998,0.0,2909.7599999999998
ORD300799,2025-07-27,CUST13314,Customer_13314,South,Mumbai,Home & Kitchen,Water Bottle,7,1703.85,0.05,Credit Card,New,No,11926.949999999999,596.3475,11330.602499999999
ORD300800,2024-05-11,CUST12023,Customer_12023,North,Delhi,Furniture,Coffee Table,2,4013.94,0.1,Credit Card,New,No,8027.88,802.788,7225.092000000001
ORD300801,2025-03-23,CUST12798,Customer_12798,South,Hyderabad,Sports,Yoga Mat,6,3595.33,0.15,Credit Card,New,No,21571.98,3235.797,18336.183
ORD300802,2024-06-06,CUST12693,Customer_12693,East,Bengaluru,Furniture,Sofa,3,13719.2,0.1,Net Banking,New,No,41157.600000000006,4115.760000000001,37041.840000000004
ORD300803,2024-03-27,CUST12289,Customer_12289,South,Mumbai,Furniture,Bookshelf,2,24307.41,0.05,Net Banking,Returning,No,48614.82,2430.741,46184.079
ORD300804,2025-10-17,CUST13470,Customer_13470,North,Kolkata,Clothing,T-Shirt,2,3844.36,0.15,Net Banking,Returning,No,7688.72,1153.308,6535.412
ORD300805,2025-03-19,CUST13114,Customer_13114,West,Hyderabad,Electronics,Wireless Headphones,4,21102.97,0.0,Cash,Returning,No,84411.88,0.0,84411.88
ORD300806,2024-06-26,CUST12619,Customer_12619,West,Kolkata,Home & Kitchen,Storage Box,1,1828.47,0.0,Debit Card,Returning,No,1828.47,0.0,1828.47
ORD300807,2025-07-18,CUST13092,Customer_13092,West,Delhi,Clothing,T-Shirt,1,1840.79,0.0,Debit Card,New,Yes,1840.79,0.0,1840.79
ORD300808,2024-10-11,CUST13383,Customer_13383,North,Bengaluru,Electronics,Bluetooth Speaker,5,5856.22,0.0,UPI,Returning,No,29281.100000000002,0.0,29281.100000000002
ORD300809,2024-12-23,CUST12322,Customer_12322,South,Pune,Sports,Running Shoes,1,5929.78,0.1,Cash,New,No,5929.78,592.978,5336.802
ORD300810,2024-10-04,CUST12497,Customer_12497,South,Delhi,Furniture,Office Chair,1,16697.0,0.1,Credit Card,Returning,No,16697.0,1669.7,15027.3
ORD300811,2024-12-07,CUST12571,Customer_12571,East,Kolkata,Clothing,Jacket,3,5761.76,0.2,Credit Card,Returning,No,17285.28,3457.056,13828.223999999998
ORD300812,2025-12-16,CUST13128,Customer_13128,South,Delhi,Furniture,Study Table,5,2251.5,0.25,Credit Card,Returning,No,11257.5,2814.375,8443.125
ORD300813,2025-11-16,CUST12441,Customer_12441,North,Pune,Sports,Dumbbells,1,6738.95,0.05,Cash,New,No,6738.95,336.9475,6402.0025
ORD300814,2025-02-04,CUST12117,Customer_12117,West,Chennai,Electronics,Smart Watch,1,4735.63,0.1,Credit Card,New,No,4735.63,473.56300000000005,4262.067
ORD300815,2025-03-05,CUST13428,Customer_13428,South,Chennai,Home & Kitchen,Storage Box,3,6389.4,0.2,Credit Card,Returning,No,19168.199999999997,3833.6399999999994,15334.559999999998
ORD300816,2024-09-03,CUST12614,Customer_12614,South,Vijayawada,Furniture,Office Chair,2,23614.83,0.25,Cash,New,Yes,47229.66,11807.415,35422.245
ORD300817,2025-08-31,CUST13209,Customer_13209,North,Chennai,Electronics,USB Keyboard,4,7633.7,0.1,Credit Card,Returning,No,30534.8,3053.48,27481.32
ORD300818,2025-08-09,CUST12502,Customer_12502,West,Vijayawada,Electronics,Smart Watch,2,5454.52,0.0,Cash,New,No,10909.04,0.0,10909.04
ORD300819,2025-07-12,CUST13346,Customer_13346,East,Chennai,Home & Kitchen,Storage Box,5,5903.49,0.05,Credit Card,New,No,29517.449999999997,1475.8725,28041.577499999996
ORD300820,2025-01-22,CUST13172,Customer_13172,North,Pune,Furniture,Study Table,6,20674.48,0.1,Cash,Returning,No,124046.88,12404.688000000002,111642.19200000001
ORD300821,2024-08-13,CUST12648,Customer_12648,North,Bengaluru,Electronics,Smart Watch,1,6142.48,0.05,Net Banking,Returning,No,6142.48,307.12399999999997,5835.356
ORD300822,2024-02-06,CUST13065,Customer_13065,North,Chennai,Clothing,Formal Shirt,6,2295.62,0.0,UPI,Returning,No,13773.72,0.0,13773.72
ORD300823,2024-12-26,CUST12092,Customer_12092,North,Delhi,Sports,Football,4,9263.68,0.0,UPI,Returning,Yes,37054.72,0.0,37054.72
ORD300824,2025-08-02,CUST13036,Customer_13036,North,Delhi,Electronics,Bluetooth Speaker,2,8249.77,0.2,UPI,New,No,16499.54,3299.9080000000004,13199.632000000001
ORD300825,2025-10-31,CUST13409,Customer_13409,North,Mumbai,Sports,Yoga Mat,4,7904.88,0.05,Net Banking,Returning,No,31619.52,1580.976,30038.544
ORD300826,2025-05-29,CUST13352,Customer_13352,West,Kolkata,Electronics,Bluetooth Speaker,2,9799.45,0.2,Debit Card,Returning,No,19598.9,3919.7800000000007,15679.12
ORD300827,2025-12-29,CUST13118,Customer_13118,East,Pune,Electronics,Power Bank,1,17742.87,0.0,Debit Card,Returning,No,17742.87,0.0,17742.87
ORD300828,2024-02-18,CUST12972,Customer_12972,South,Bengaluru,Home & Kitchen,Mixer Grinder,6,3828.72,0.1,Credit Card,Returning,No,22972.32,2297.232,20675.088
ORD300829,2025-08-24,CUST13473,Customer_13473,East,Delhi,Furniture,Study Table,3,2333.93,0.15,UPI,New,No,7001.789999999999,1050.2685,5951.521499999999
ORD300830,2025-03-19,CUST12094,Customer_12094,East,Chennai,Home & Kitchen,Water Bottle,1,11281.48,0.05,Net Banking,New,No,11281.48,564.074,10717.405999999999
ORD300831,2025-07-06,CUST13176,Customer_13176,East,Pune,Home & Kitchen,Cookware Set,1,7081.29,0.05,Debit Card,Returning,No,7081.29,354.0645,6727.2255
ORD300832,2024-04-05,CUST12745,Customer_12745,West,Chennai,Furniture,Bookshelf,2,10183.82,0.05,Debit Card,New,No,20367.64,1018.3820000000001,19349.257999999998
ORD300833,2024-12-04,CUST13249,Customer_13249,East,Mumbai,Sports,Yoga Mat,1,840.96,0.1,Credit Card,New,No,840.96,84.096,756.864
ORD300834,2025-09-04,CUST12911,Customer_12911,West,Pune,Electronics,Wireless Headphones,3,23025.65,0.1,Net Banking,Returning,No,69076.95000000001,6907.6950000000015,62169.25500000001
ORD300835,2025-04-05,CUST12587,Customer_12587,South,Hyderabad,Furniture,Coffee Table,2,19759.0,0.05,Credit Card,Returning,No,39518.0,1975.9,37542.1
ORD300836,2024-05-20,CUST12829,Customer_12829,East,Hyderabad,Sports,Dumbbells,1,4448.97,0.2,Debit Card,Returning,No,4448.97,889.7940000000001,3559.1760000000004
ORD300837,2025-08-20,CUST12888,Customer_12888,West,Delhi,Electronics,USB Keyboard,5,5238.48,0.05,Net Banking,Returning,No,26192.399999999998,1309.62,24882.78
ORD300838,2024-08-17,CUST12479,Customer_12479,South,Delhi,Clothing,Sneakers,3,4998.51,0.0,Debit Card,New,No,14995.53,0.0,14995.53
ORD300839,2025-06-12,CUST12633,Customer_12633,West,Pune,Sports,Dumbbells,4,4934.24,0.2,UPI,New,No,19736.96,3947.392,15789.568
ORD300840,2025-02-09,CUST13495,Customer_13495,West,Hyderabad,Electronics,Smart Watch,3,13715.67,0.05,Net Banking,Returning,No,41147.01,2057.3505,39089.6595
ORD300841,2024-10-27,CUST12183,Customer_12183,North,Vijayawada,Clothing,Jacket,3,2592.26,0.0,Net Banking,New,No,7776.780000000001,0.0,7776.780000000001
ORD300842,2025-11-06,CUST13082,Customer_13082,North,Delhi,Home & Kitchen,Storage Box,6,10300.62,0.0,Cash,Returning,No,61803.72,0.0,61803.72
ORD300843,2024-09-29,CUST12543,Customer_12543,East,Delhi,Electronics,USB Keyboard,7,10983.76,0.0,Debit Card,Returning,No,76886.32,0.0,76886.32
ORD300844,2025-02-26,CUST13388,Customer_13388,West,Delhi,Home & Kitchen,Cookware Set,4,961.23,0.0,Net Banking,Returning,No,3844.92,0.0,3844.92
ORD300845,2025-11-22,CUST13214,Customer_13214,West,Chennai,Electronics,USB Keyboard,1,17648.96,0.05,Credit Card,Returning,No,17648.96,882.448,16766.512
ORD300846,2025-11-05,CUST12594,Customer_12594,West,Bengaluru,Electronics,Smart Watch,1,19696.77,0.0,Cash,New,No,19696.77,0.0,19696.77
ORD300847,2025-01-12,CUST13489,Customer_13489,West,Delhi,Clothing,Formal Shirt,7,4399.89,0.1,Cash,Returning,No,30799.230000000003,3079.9230000000007,27719.307
ORD300848,2025-11-19,CUST12648,Customer_12648,East,Mumbai,Electronics,Power Bank,3,10985.17,0.1,Cash,Returning,No,32955.51,3295.5510000000004,29659.959000000003
ORD300849,2025-03-10,CUST12419,Customer_12419,North,Mumbai,Sports,Yoga Mat,1,8144.72,0.0,Cash,Returning,Yes,8144.72,0.0,8144.72
ORD300850,2025-03-26,CUST13248,Customer_13248,North,Chennai,Home & Kitchen,Water Bottle,3,2538.82,0.15,Debit Card,New,No,7616.460000000001,1142.469,6473.991000000001
ORD300851,2025-12-24,CUST13343,Customer_13343,West,Mumbai,Clothing,Formal Shirt,1,2622.36,0.05,Cash,New,No,2622.36,131.11800000000002,2491.242
ORD300852,2024-02-04,CUST13174,Customer_13174,East,Bengaluru,Electronics,Power Bank,2,12034.8,0.1,Credit Card,Returning,No,24069.6,2406.96,21662.64
ORD300853,2025-11-11,CUST12309,Customer_12309,West,Vijayawada,Electronics,USB Keyboard,2,3262.22,0.1,UPI,Returning,No,6524.44,652.444,5871.995999999999
ORD300854,2025-02-17,CUST13066,Customer_13066,East,Kolkata,Clothing,Jeans,1,2734.77,0.05,UPI,Returning,No,2734.77,136.73850000000002,2598.0315
ORD300855,2024-05-20,CUST12006,Customer_12006,North,Mumbai,Electronics,Bluetooth Speaker,1,22141.36,0.05,Debit Card,New,No,22141.36,1107.068,21034.292
ORD300856,2024-11-04,CUST13112,Customer_13112,North,Chennai,Electronics,Bluetooth Speaker,1,14039.48,0.15,Credit Card,New,Yes,14039.48,2105.922,11933.557999999999
ORD300857,2025-02-19,CUST12914,Customer_12914,West,Delhi,Sports,Dumbbells,2,5545.96,0.15,Debit Card,Returning,No,11091.92,1663.788,9428.132
ORD300858,2025-10-06,CUST12443,Customer_12443,West,Mumbai,Sports,Football,1,4097.62,0.05,Debit Card,Returning,No,4097.62,204.881,3892.739
ORD300859,2024-03-31,CUST13491,Customer_13491,East,Pune,Sports,Running Shoes,3,6613.49,0.15,UPI,New,No,19840.47,2976.0705000000003,16864.3995
ORD300860,2025-07-11,CUST12322,Customer_12322,East,Chennai,Clothing,T-Shirt,4,4103.63,0.05,Net Banking,New,No,16414.52,820.7260000000001,15593.794
ORD300861,2025-03-02,CUST13217,Customer_13217,North,,Electronics,USB Keyboard,2,2696.3,0.05,UPI,Returning,No,5392.6,269.63000000000005,5122.97
ORD300862,2024-11-06,CUST12319,Customer_12319,West,Delhi,Electronics,Power Bank,2,9271.7,0.15,Debit Card,Returning,No,18543.4,2781.51,15761.890000000001
ORD300863,2025-11-02,CUST13461,Customer_13461,West,Bengaluru,Furniture,Office Chair,3,22587.88,0.0,Net Banking,Returning,No,67763.64,0.0,67763.64
ORD300864,2025-08-29,CUST13286,Customer_13286,West,Kolkata,Electronics,Wireless Headphones,4,11624.31,0.0,UPI,Returning,No,46497.24,0.0,46497.24
ORD300865,2025-07-17,CUST12645,Customer_12645,West,Delhi,Clothing,Jacket,3,3013.3,0.15,Cash,New,No,9039.900000000001,1355.9850000000001,7683.915000000001
ORD300866,2025-12-14,CUST13160,Customer_13160,South,Mumbai,Furniture,Study Table,5,12355.78,0.2,Net Banking,New,No,61778.9,12355.78,49423.12
ORD300867,2024-11-16,CUST12470,Customer_12470,West,Mumbai,Clothing,Formal Shirt,3,2562.62,0.15,Debit Card,New,Yes,7687.86,1153.1789999999999,6534.681
ORD300868,2025-04-30,CUST12476,Customer_12476,West,Bengaluru,Electronics,Bluetooth Speaker,3,3237.08,0.15,Cash,New,No,9711.24,1456.686,8254.554
ORD300869,2024-09-02,CUST12854,Customer_12854,West,Bengaluru,Electronics,Power Bank,5,20720.82,0.0,Cash,Returning,No,103604.1,0.0,103604.1
ORD300870,2024-04-15,CUST13009,Customer_13009,North,Pune,Sports,Running Shoes,1,3421.76,0.1,Cash,New,Yes,3421.76,342.17600000000004,3079.5840000000003
ORD300871,2024-03-04,CUST12348,Customer_12348,West,Vijayawada,Electronics,Power Bank,6,14030.97,0.1,Credit Card,Returning,No,84185.81999999999,8418.582,75767.238
ORD300872,2025-07-20,CUST12282,Customer_12282,North,Kolkata,Clothing,Jacket,2,3294.06,0.05,Net Banking,Returning,No,6588.12,329.406,6258.714
ORD300873,2024-03-04,CUST13019,Customer_13019,South,Kolkata,Furniture,Study Table,2,20634.03,0.05,Net Banking,Returning,No,41268.06,2063.403,39204.657
ORD300874,2025-05-13,CUST12118,Customer_12118,North,Delhi,Sports,Yoga Mat,1,6690.09,0.1,Net Banking,New,No,6690.09,669.009,6021.081
ORD300875,2025-07-05,CUST12440,Customer_12440,West,Bengaluru,Home & Kitchen,Mixer Grinder,3,11165.57,0.25,Net Banking,New,No,33496.71,8374.1775,25122.5325
ORD300876,2024-09-15,CUST12303,Customer_12303,West,Mumbai,Electronics,Power Bank,3,2006.57,0.05,Net Banking,New,No,6019.71,300.9855,5718.7245
ORD300877,2025-04-10,CUST12315,Customer_12315,North,Chennai,Furniture,Sofa,4,6930.91,0.1,Net Banking,New,No,27723.64,2772.364,24951.275999999998
ORD300878,2025-05-21,CUST13330,Customer_13330,North,Pune,Electronics,USB Keyboard,3,21307.1,0.15,UPI,Returning,No,63921.299999999996,9588.195,54333.104999999996
